,日期,成交股數,成交筆數,成交金額,日開盤價,日最高價,日最低價,日收盤價,調整成交量,調整成交金額,漲跌幅,5日均線,10日均線,20日均線,60日均線,日RSV,日K值,日D值,日MACD,日signal,日MACD-OSC,參考指標,參考指標,參考指標,參考指標,參考指標,動能指標,日上軌(2),日中軸,日下軌(2),參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標
0,20230601,109789,133,6539757,59.8,59.8,59.3,59.5,,,0,59.46,59.51,59.46,60.08,80,71.95,66.86,-9.09,-12.95,3.86,54.894,54.894,1.13935,1.26396,45.44,60.44,60.03,59.45,58.88,285466627.9,25167365499,1,0.999486173,1,0.99965552,43.866171,62.71604938,,,,,,,,20221214,,20230322,1.006981131,1.005135743,1.014020542,1.010284913
1,20230602,112523,168,6695539,59.7,59.7,59.3,59.6,,,0.17,59.48,59.52,59.45,60.03,75,72.97,68.9,-7.58,-11.87,4.3,61.376,51.147,1.12763,1.23214,44.03,56.61,60.02,59.45,58.88,285330101.5,25159301538,1.000719649,0.999521743,1.000485056,0.999679587,53.57142857,64.21800948,,,,,,,,20221214,,20230322,1.006981131,1.005135743,1.014020542,1.010284913
2,20230605,143178,158,8524186,59.7,59.8,59.4,59.7,,,0.17,59.54,59.57,59.44,59.98,83.33,76.42,71.41,-5.51,-10.6,5.09,79.543,63.635,1.11926,1.05715,40.29,32.46,59.99,59.44,58.89,285198787.3,25151545261,1.00111839,0.999539781,1.000754396,0.999691713,69.40639269,62.71604938,,,,,,,,20221214,,20230322,1.006981131,1.005135743,1.014020542,1.010284913
3,20230606,88181,105,5262676,59.7,59.8,59.5,59.8,,,0.17,59.62,59.6,59.44,59.93,100,84.28,75.7,-3.03,-9.09,6.06,52.909,35.272,1.08753,1.01454,32.49,22.74,60,59.44,58.89,285102283.3,25145862340,1.001238452,0.999661625,1.000837718,0.999774053,63.78378378,55.19287834,,,,,,,,20221214,,20230322,1.006981131,1.005135743,1.014020542,1.010284913
4,20230607,141683,182,8455074,59.9,59.9,59.4,59.8,,,0,59.68,59.6,59.46,59.89,85.71,84.76,78.72,-1.05,-7.48,6.43,70.842,70.842,1.06172,0.98979,25.98,15.96,60.04,59.46,58.88,285032321,25141754401,1,0.999754606,1,0.999836636,50.37037037,52.8125,,,,,,,,20221214,,20230322,1.006981131,1.005135743,1.014020542,1.010284913
5,20230608,103531,132,6187041,59.8,59.8,59.6,59.8,,,0,59.74,59.6,59.5,59.85,85.71,85.08,80.84,0.51,-5.88,6.39,51.766,51.766,0.9701,0.90156,13.21,3.66,60.05,59.5,58.95,285066518.8,25143792594,1,1.000119978,1,1.000081068,50.37037037,59.09090909,20230608,,,1.000119978,1.000081068,1.000239974,1.000162138,20221214,,,1.00712674,1.005126571,1.014314597,1.010265095
6,20230609,94019,124,5617859,59.9,59.9,59.6,59.9,,,0.17,59.8,59.64,59.55,59.83,100,90.05,83.91,2.53,-4.2,6.73,53.725,40.294,0.94233,0.85346,9.34,-3.05,60.06,59.55,59.04,285131555.9,25147655263,1.000942007,1.000228147,1.00063822,1.000153623,83.33333333,73.51778656,20230608,,,1.000288148,1.000194163,1.000576398,1.000388336,20221214,,,1.007163188,1.005142059,1.014388155,1.010296007
7,20230612,125218,146,7488435,59.9,59.9,59.7,59.8,,,-0.17,59.82,59.68,59.59,59.8,85.71,88.6,85.47,3.28,-2.7,5.98,41.739,83.479,0.97923,0.91319,14.48,5.28,60.02,59.59,59.17,285154853.7,25149021787,0.997075355,1.000081709,0.998016235,1.00005434,83.33333333,61.64383562,20230608,,,1.000273814,1.000183785,1.00054772,1.000367578,20221214,,,1.007056306,1.005061016,1.014172573,1.010133494
8,20230613,190853,166,11402091,59.9,59.9,59.6,59.8,,,0,59.82,59.72,59.63,59.78,83.33,86.84,85.93,3.83,-1.4,5.23,95.426,95.426,1.02306,0.96781,12.41,3.92,59.99,59.63,59.27,285128509.5,25147459070,1,0.999907614,1,0.999937862,83.33333333,50.29585799,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.006781734,1.004868482,1.013618838,1.009747628
9,20230614,125614,149,7514804,59.8,59.9,59.7,59.9,,,0.17,59.84,59.76,59.64,59.8,100,91.23,87.7,5.02,-0.11,5.13,83.743,41.871,1.02886,0.95681,13.31,2.23,60.03,59.64,59.26,285095894.6,25145543803,1.0029425,0.999885613,1.001994708,0.999923839,83.33333333,54.83870968,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.006496489,1.004669959,1.013043767,1.009349804
10,20230615,185799,171,11111349,59.9,59.9,59.7,59.8,,,-0.17,59.84,59.79,59.65,59.8,80,87.49,87.63,5.09,0.93,4.17,61.933,123.866,1.09049,1.05897,22.78,17.94,60.04,59.65,59.26,284995233.5,25139559822,0.99566044,0.999646922,0.997056507,0.999762026,71.42857143,66.66666667,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.005982221,1.00431674,1.012007461,1.008642108
11,20230616,130047,174,7756211,59.9,59.9,59.5,59.7,,,-0.17,59.8,59.8,59.66,59.8,60,78.33,84.53,4.3,1.6,2.69,37.156,92.891,1.11068,1.11951,25.89,27.25,60.04,59.66,59.28,284870629.9,25132143988,0.996077744,0.999562787,0.99735046,0.999705013,57.14285714,66.66666667,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.005399606,1.003917515,1.010834205,1.007842342
12,20230619,109463,183,6516385,59.7,59.7,59.4,59.6,,,-0.17,59.76,59.79,59.68,59.79,40,65.55,78.2,2.83,1.85,0.98,43.785,65.678,1.11188,1.13044,26.07,28.93,60,59.68,59.36,284747683.9,25124814903,0.998453263,0.999568415,0.998958434,0.999708378,42.85714286,60,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.004839842,1.003533498,1.009707746,1.007073136
13,20230620,93554,88,5570771,59.7,59.7,59.4,59.6,,,0,59.72,59.77,59.68,59.78,40,57.03,71.14,1.64,1.81,-0.16,46.777,46.777,1.13751,1.1625,30.01,33.86,60,59.68,59.37,284596594,25115815307,1,0.99946939,1,0.999641804,33.33333333,55.55555556,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.004196466,1.00309362,1.008413969,1.006192169
14,20230621,123645,140,7390250,59.7,60,59.6,60,,,0.67,59.74,59.79,59.69,59.77,100,71.35,71.21,3.89,2.22,1.66,103.037,20.608,1.08435,1.05856,21.84,17.87,60.03,59.69,59.36,284499941.8,25110075502,1.005832794,0.999660389,1.00394158,0.999771466,59.76331361,69.09090909,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.003762016,1.002795544,1.007540896,1.005595258
15,20230626,116196,146,6963136,60,60,59.8,60,,,0,59.78,59.81,59.7,59.77,100,80.9,74.44,5.6,2.9,2.7,58.098,58.098,1.08232,1.06351,21.53,18.63,60.07,59.7,59.34,284403289.6,25104335697,1,0.999660273,1,0.999771414,59.76331361,66.50246305,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.003339106,1.002505478,1.006691456,1.005014443
16,20230627,158812,160,9519697,60,60,59.7,60,,,0,59.84,59.82,59.73,59.77,100,87.27,78.72,6.88,3.69,3.18,79.406,79.406,1.05343,1.03661,17.08,14.5,60.1,59.73,59.36,284337999.7,25100460357,1,0.999770432,1,0.999845631,55.26315789,63.44086022,20230608,,20230613,1.000273814,1.000183785,1.00054772,1.000367578,20221214,20230613,,1.003037627,1.002297357,1.006086186,1.004597737
17,20230628,82245,101,4925742,60,60,59.8,60,,,0,59.92,59.84,59.76,59.77,100,91.51,82.98,7.8,4.52,3.29,41.122,41.122,0.98607,0.97097,6.73,4.4,60.11,59.76,59.41,284355272.9,25101490612,1,1.000060749,1,1.000041045,62.22222222,59.76331361,20230608,,,1.000266115,1.000178886,1.000532316,1.000357781,20221214,,,1.003035178,1.002290579,1.00608128,1.004584139
18,20230629,106761,112,6417978,60.2,60.2,60,60.2,,,0.33,60.04,59.88,59.8,59.77,100,94.34,86.77,10.03,5.62,4.41,71.174,35.587,0.95794,0.91016,2.4,-4.95,60.16,59.8,59.44,284408133.1,25104660193,1.002503554,1.000185895,1.00170479,1.000126271,69.64285714,66.33663366,20230608,,,1.000398821,1.000269395,1.000797836,1.000538811,20221214,,,1.003159591,1.002370334,1.006331043,1.004743787
19,20230630,101330,119,6083387,60.2,60.2,59.9,60.2,,,0,60.08,59.91,59.83,59.78,100,96.23,89.92,11.66,6.83,4.84,50.665,50.665,0.97111,0.91782,4.43,-3.77,60.21,59.83,59.46,284443927.6,25106814896,1,1.000125856,1,1.000085829,66.22516556,66.33663366,20230608,,,1.000458238,1.000310339,1.000916731,1.000620706,20221214,,,1.003222548,1.0024089,1.006457447,1.004820975
20,20230703,139453,237,8369040,60.3,60.3,59.9,60,,,-0.33,60.08,59.93,59.86,59.78,66.67,86.38,88.74,11.22,7.71,3.51,23.242,116.211,1.04735,1.0852,16.15,21.97,60.21,59.86,59.51,284386753.4,25103390238,0.993475966,0.999798997,0.995561475,0.999863596,59.88023952,53.66972477,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
21,20230704,130041,123,7802741,60.2,60.2,59.9,60.1,,,0.17,60.1,59.97,59.88,59.78,77.78,83.51,87,11.53,8.47,3.06,72.245,57.796,1.04347,1.08706,15.55,22.26,60.23,59.88,59.54,284333798.8,25100223866,1.001020611,0.999813794,1.000692773,0.999873867,70.05988024,61.46788991,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
22,20230705,134835,131,8092894,60.2,60.2,59.9,60,,,-0.17,60.1,60.01,59.9,59.78,57.14,74.72,82.91,10.85,8.95,1.91,26.967,107.868,1.12847,1.23264,30.41,47.42,60.23,59.9,59.57,284184034.6,25091254626,0.994291354,0.99947328,0.9961226,0.999642663,70.05988024,57.0212766,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
23,20230706,168843,185,10126612,60,60.1,59.9,60.1,,,0.17,60.08,60.06,59.91,59.77,66.67,72.04,79.29,11,9.36,1.64,112.562,56.281,1.09068,1.17492,24.23,37.99,60.26,59.91,59.57,284072915.2,25084608388,1.003994178,0.999608988,1.002705924,0.999735117,72.82608696,57.0212766,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
24,20230707,138178,145,8266730,60,60.1,59.6,60.1,,,0,60.06,60.07,59.93,59.76,71.43,71.84,76.81,10.98,9.68,1.3,82.907,55.271,1.06746,1.11884,20.44,28.83,60.28,59.93,59.58,283989431.4,25079615496,1.001953455,0.999706118,1.001321791,0.999800958,57.26495726,61.46788991,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
25,20230710,116671,118,6964938,60,60,59.6,59.7,,,-0.67,60,60.04,59.92,59.74,14.29,52.66,68.76,7.65,9.28,-1.62,19.445,97.226,1.13381,1.13018,31.28,30.68,60.28,59.92,59.57,283828166.9,25069979312,0.994512702,0.999432146,0.996292754,0.999615776,36.41304348,50,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
26,20230711,122228,153,7305031,59.7,59.9,59.7,59.8,,,0.17,59.94,60.02,59.92,59.72,28.57,44.63,60.72,5.76,8.57,-2.82,81.485,40.743,1.10865,1.11522,27.17,28.24,60.28,59.92,59.56,283694213.8,25061975587,1.002890187,0.999528049,1.001951368,0.999680745,41.79104478,56.34328358,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
27,20230712,147252,142,8791226,59.8,59.9,59.6,59.7,,,-0.17,59.88,59.99,59.91,59.71,14.29,34.52,51.99,3.41,7.54,-4.13,58.901,88.351,1.09733,1.1622,25.32,35.92,60.29,59.91,59.54,283572549.7,25054709762,0.99791688,0.999571143,0.998593722,0.999710086,38.53211009,52.98245614,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
28,20230713,141027,153,8414505,59.7,59.8,59.5,59.7,,,0,59.8,59.94,59.91,59.7,25,31.35,45.11,1.53,6.34,-4.81,70.514,70.514,1.09931,1.16212,25.64,35.9,60.29,59.91,59.53,283450885.5,25047443937,1,0.999570959,1,0.999710002,27.56756757,38.53211009,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
29,20230714,154314,162,9214563,59.9,59.9,59.6,59.7,,,0,59.72,59.89,59.9,59.69,28.57,30.42,40.21,0.04,5.08,-5.04,77.157,77.157,1.1342,1.22174,31.34,45.64,60.29,59.9,59.51,283287350,25037673177,1,0.999423055,1,0.99960991,27.56756757,38.53211009,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
30,20230717,483767,415,28895424,59.8,59.9,59.6,59.6,,,-0.17,59.7,59.85,59.89,59.68,14.29,25.04,35.15,-1.93,3.68,-5.6,96.753,387.014,1.31264,1.56991,60.49,102.51,60.3,59.89,59.48,282895487.3,25014268946,0.979426117,0.998616731,0.986113804,0.999065239,30.17751479,35.74468085,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
31,20230718,435733,480,25018491,57.6,57.7,57.1,57.4,,,-3.69,59.22,59.58,59.77,59.64,10,20.03,30.11,-20.99,-1.26,-19.74,58.098,377.635,1.51452,1.93856,93.47,162.73,60.94,59.77,58.61,282239821.5,24975841911,0.976875148,0.997682304,0.985098209,0.998463795,6.525911708,13.90728477,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
32,20230719,157849,189,9081638,57.6,57.7,57.4,57.5,,,0.17,58.78,59.33,59.67,59.61,13.33,17.8,26.01,-34.9,-7.99,-26.91,87.694,70.155,1.46747,1.88074,85.78,153.29,61.2,59.67,58.14,281623587.1,24939727225,1.001299324,0.997816628,1.00083199,0.998554015,9.788867562,11.56462585,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
33,20230720,101685,139,5876018,58.1,58.1,57.6,57.9,,,0.7,58.42,59.11,59.58,59.58,27.59,21.06,24.36,-42.2,-14.83,-27.37,62.141,39.544,1.44514,1.78264,82.13,137.26,61.3,59.58,57.87,281029949.3,24904918321,1.001671855,0.997892088,1.001075736,0.998604279,18.1184669,20.97264438,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
34,20230721,106044,178,6119122,57.9,57.9,57.6,57.8,,,-0.17,58.04,58.88,59.47,59.56,25,22.37,23.7,-48.24,-21.51,-26.73,42.418,63.626,1.54774,1.93946,101.5,167.17,61.34,59.47,57.61,280332672.8,24863958758,0.998433448,0.997518853,0.998992866,0.998355363,17.59729272,21.4953271,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
35,20230724,234256,300,13422509,58.1,58.1,57,57.2,,,-1.04,57.56,58.63,59.33,59.52,6.9,17.21,21.54,-57.21,-28.65,-28.56,29.282,204.974,1.70164,2.35659,125.42,233.6,61.43,59.33,57.24,279459704.2,24812932314,0.98700245,0.996885955,0.991707206,0.997947775,16.56050955,16.59807956,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
36,20230725,206716,251,11805033,57.7,57.7,57,57.1,,,-0.17,57.5,58.36,59.19,59.47,3.45,12.62,18.57,-64.38,-35.8,-28.58,15.901,190.815,1.88753,2.6759,124.48,228.31,61.47,59.19,56.91,278411822.1,24751916996,0.986889637,0.996250328,0.991702659,0.997540987,13.85350318,16.59807956,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
37,20230726,138062,181,7883623,57.4,57.4,57,57.1,,,0,57.42,58.1,59.04,59.43,3.45,9.56,15.57,-69.26,-42.49,-26.77,69.031,69.031,1.86703,2.67387,97.83,183.19,61.47,59.04,56.62,277363940,24690901678,1,0.996236216,1,0.997534926,14.23895254,14.60674157,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
38,20230727,143150,138,8181562,57.1,57.3,57,57.3,,,0.35,57.3,57.86,58.9,59.39,10.34,9.82,13.65,-70.71,-48.13,-22.57,107.362,35.788,1.81292,2.53886,92.11,168.91,61.38,58.9,56.42,276352045.9,24631837815,1.005436058,0.996351746,1.003426472,0.997607869,18.88544892,18.60776439,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
39,20230728,254401,265,14640535,57.4,58,57,58,,,1.22,57.34,57.69,58.79,59.36,90.91,36.85,21.38,-65.45,-51.6,-13.85,186.561,67.84,1.64692,2.03634,74.54,115.74,61.22,58.79,56.36,275458872.3,24579606202,1.008967964,0.996767986,1.005703207,0.997879508,31.77083333,32.5436409,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
40,20230731,145922,224,8427232,58.2,58.2,57.4,57.8,,,-0.34,57.46,57.51,58.68,59.33,66.67,46.79,29.85,-62.18,-53.71,-8.46,41.692,104.23,1.61663,2.03313,71.34,115.4,61.08,58.68,56.28,274596129.4,24529342277,0.995317963,0.996867979,0.997002262,0.997955056,31.08280255,29.79242979,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
41,20230801,165788,251,9502869,57.8,57.8,57.1,57.3,,,-0.87,57.5,57.5,58.54,59.29,25,39.53,33.08,-62.89,-55.55,-7.35,36.842,128.946,1.71078,2.20095,81.3,133.16,60.92,58.54,56.16,273626833,24472932010,0.993071972,0.996470102,0.995604871,0.997700294,48.50894632,27.44656918,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
42,20230802,251400,348,14322483,57.3,57.3,56.8,56.9,,,-0.7,57.46,57.44,58.38,59.24,7.14,28.73,31.63,-65.93,-57.62,-8.31,41.9,209.5,1.76597,2.34968,87.14,148.89,60.77,58.38,56,272570837.6,24411829158,0.987305304,0.996140746,0.992015836,0.997503248,40.82733813,25.44316997,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
43,20230804,88619,140,5049153,57.1,57.2,56.7,57.2,,,0.53,57.44,57.37,58.24,59.2,33.33,30.26,31.17,-65.16,-59.13,-6.03,56.394,32.225,1.82278,2.34463,93.15,148.36,60.54,58.24,55.94,271482730,24348727809,1.001854181,0.996007982,1.001160729,0.997415132,38.96103896,29.34782609,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
44,20230807,133615,168,7643121,57.2,57.6,57,57.4,,,0.35,57.32,57.33,58.1,59.16,46.67,35.73,32.69,-62.23,-59.75,-2.47,80.169,53.446,1.82518,2.26503,93.4,139.94,60.26,58.1,55.95,270393709.8,24285501739,1.002046339,0.995988621,1.001287006,0.997403311,43.98563734,32.23300971,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
45,20230808,981884,853,58029269,59,59.8,58.5,59.2,,,3.14,57.6,57.53,58.08,59.17,80.65,50.7,38.69,-44.86,-56.77,11.92,711.866,270.018,1.28297,1.36853,36.04,45.09,60.17,58.08,55.99,269824318.1,24253032132,1.033765812,0.997894212,1.021957406,0.998663004,72.88135593,66.25641026,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
46,20230809,309482,281,18431959,59.2,59.8,59.2,59.8,,,1.01,58.1,57.8,58.08,59.18,100,67.13,48.17,-25.95,-50.61,24.66,309.482,0,1.13421,1.09562,20.3,16.22,60.17,58.08,55.99,269523665.7,24236559473,1.022877983,0.998885748,1.015165618,0.9993208,77.55581669,68.93295562,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
47,20230810,248083,299,14626307,59.8,59.8,58.7,58.8,,,-1.67,58.48,57.97,58.03,59.18,67.74,67.33,54.56,-18.82,-44.25,25.43,20.674,227.409,1.21705,1.27882,29.06,35.6,60.02,58.03,56.05,269045727.9,24209656471,0.985059186,0.998226732,0.990121178,0.998889983,64.83300589,57.09342561,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
48,20230811,188005,201,11094331,59.1,59.4,58.6,59.4,,,1.02,58.92,58.18,58.02,59.19,87.1,73.92,61.01,-8.23,-37.05,28.82,129.253,58.752,1.18023,1.14861,25.17,21.82,59.96,58.02,56.08,268638291.9,24186913843,1.005172457,0.998485626,1.003405617,0.999060597,67.00460829,61.40209508,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
49,20230814,190341,459,11242607,59.8,59.8,58.6,58.9,,,-0.84,59.22,58.27,57.98,59.17,70.97,72.94,64.99,-3.83,-30.4,26.57,30.054,160.287,1.2429,1.07618,31.8,14.16,59.81,57.98,56.15,268100622.7,24156478904,0.99049444,0.997998538,0.993724568,0.998741677,57.78414518,62.40786241,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
50,20230815,156136,194,9224678,59.4,59.4,58.8,59.1,,,0.34,59.2,58.4,57.96,59.16,77.42,74.43,68.14,1.26,-24.07,25.33,85.875,70.261,1.10523,0.97127,17.23,3.06,59.71,57.95,56.2,267868827.2,24144303688,1.001150553,0.999135416,1.000757307,0.999495985,61.03151862,64.29725363,,,,,,,,20221214,,20230703,1.003222548,1.0024089,1.006457447,1.004820975
51,20230816,87775,261,5182655,59.5,59.5,58.8,59.2,,,0.17,59.08,58.59,58.04,59.16,80.65,76.5,70.93,6.03,-18.05,24.08,45.977,41.798,0.95804,0.84666,1.66,-10.12,59.86,58.04,56.23,267960749,24150722159,1.000307649,1.00034316,1.000202453,1.000265838,67.14431934,64.78087649,20230816,,,1.00034316,1.000265838,1.000686458,1.00053172,20221214,,,1.003503505,1.002628077,1.007021593,1.005259986
52,20230817,176366,180,10437429,59.2,59.5,58.4,59.5,,,0.51,59.22,58.85,58.14,59.16,89.29,80.76,74.21,12.09,-12.02,24.11,102.107,74.259,0.95364,0.81805,1.2,-13.15,60.05,58.14,56.24,268062979.4,24157779573,1.002049053,1.000381512,1.001351653,1.000292224,73.79958246,65.22423289,20230816,,,1.000553143,1.000425173,1.001106646,1.000850455,20221214,,,1.003818837,1.002870449,1.007654991,1.005745505
53,20230818,126779,183,7483865,59.6,59.6,58.7,58.8,,,-1.18,59.1,59.01,58.19,59.15,28.57,63.36,70.59,11.11,-7.4,18.51,11.525,115.254,1.01118,0.94119,7.28,-0.12,60.11,58.19,56.27,268038884.7,24157408044,0.992383091,0.999910116,0.994984742,0.999984621,63.92961877,55.80110497,20230816,20230818,,1.000278811,1.000268045,1.000557702,1.000536158,20221214,20230818,,1.003656428,1.002800791,1.007328631,1.005606289
54,20230821,76719,111,4510461,59,59,58.6,59,,,0.34,59.12,59.17,58.25,59.14,42.86,56.53,65.9,11.82,-3.55,15.37,46.031,30.688,0.99423,0.91856,5.49,-2.51,60.19,58.25,56.31,268051342.7,24159162431,1.001135364,1.000046478,1.000742595,1.000072623,63.89432485,58.48460931,20230816,,,1.000255589,1.000273665,1.000511238,1.000547409,20221214,,,1.00363524,1.002821676,1.007285999,1.005648348
55,20230822,173441,145,10187881,59.2,59.2,58.4,59.1,,,0.17,59.12,59.16,58.34,59.13,50,54.35,62.05,13.04,-0.24,13.27,91.285,82.156,0.91114,0.84047,-3.3,-10.78,60.26,58.34,56.43,268248621.2,24171519904,1.000674695,1.000735973,1.000441071,1.000511503,49.10344828,63.32497911,20230816,,,1.000940589,1.00073054,1.001882216,1.001461416,20221214,,,1.004307626,1.003283221,1.008637186,1.006572795
56,20230823,181234,144,10622184,59.1,59.1,58.3,58.8,,,-0.51,59.04,59.06,58.43,59.12,33.33,47.34,57.15,11.45,2.1,9.35,69.705,111.529,0.85471,0.79792,-5.78,-11.6,60.26,58.43,56.6,268578989.9,24191414978,0.996910885,1.001231577,0.997984518,1.000823079,37.77777778,64.34634975,20230816,,,1.002016305,1.001432327,1.004037513,1.002865526,20221214,,,1.005467329,1.004050231,1.01097032,1.008109087
57,20230824,226590,162,13312923,59,59,58.5,58.9,,,0.17,58.92,59.07,58.52,59.11,40,44.89,53.06,10.87,3.85,7.01,122.01,104.58,0.85052,0.79294,-0.41,-5.98,60.26,58.52,56.78,268926788.7,24212334123,1.00129139,1.001294959,1.00084371,1.000864734,51.80952381,63.22241681,20230816,,,1.003025209,1.002093379,1.006061527,1.004188315,20221214,,,1.006673068,1.004847208,1.013399575,1.009705669
58,20230825,194156,126,11420239,58.9,59.1,58.5,59,,,0.17,58.96,59.03,58.6,59.1,53.85,47.88,51.33,11.09,5.3,5.79,105.903,88.253,0.87362,0.81005,2.23,-3.9,60.26,58.6,56.95,269220663,24230200691,1.001306044,1.001092767,1.000854633,1.000737912,42.5,62.63345196,20230816,,,1.003742217,1.00257073,1.007501461,1.005143674,20221214,,,1.007657572,1.005504864,1.015385723,1.011023456
59,20230828,163143,184,9636025,59.5,59.5,58.7,59,,,0,58.96,59.04,58.65,59.09,53.85,49.87,50.84,11.14,6.47,4.67,81.572,81.572,0.92111,0.79154,6.81,-5.69,60.3,58.65,57.01,269395816.9,24241235008,1,1.000650596,1,1.000455395,52.52808989,48.14814815,20230816,,,1.003978484,1.002741203,1.007976202,1.005484985,20221214,,,1.008182788,1.005869168,1.016446224,1.011753741
60,20230829,102194,121,6027598,59.3,59.3,58.7,59.3,,,0.51,59,59.06,58.73,59.09,76.92,58.89,53.52,13.44,7.86,5.58,61.316,40.878,0.88476,0.75874,3.3,-8.85,60.34,58.73,57.12,269653947.5,24257086517,1.001510387,1.000958184,1.000991518,1.000653907,54.69168901,44.73684211,20230816,,,1.004541538,1.003122265,1.009108153,1.006247813,20221214,,,1.009011754,1.006428748,1.018121475,1.012875397
61,20230830,124349,140,7365984,59.5,59.5,59,59.4,,,0.17,59.12,59.08,58.84,59.09,84.62,67.47,58.17,15.89,9.47,6.42,66.957,57.392,0.8415,0.72068,-0.87,-12.52,60.33,58.83,57.34,270013747.9,24278784011,1.000705791,1.001334304,1.000465568,1.000894481,54.69168901,58.52459016,20230816,,,1.005467632,1.003735039,1.010971666,1.007474521,20221214,,,1.010209498,1.007223162,1.020545022,1.01446779
62,20230831,458933,414,27429076,59.5,60.2,59.1,60.2,,,1.35,59.38,59.15,59,59.09,100,78.31,64.88,24.01,12.38,11.63,344.2,114.733,0.70577,0.5871,-12.98,-24.32,60.33,59,57.67,270770614.8,24323744365,1.016919608,1.002803068,1.011263536,1.001851837,63.01969365,60.65318818,20230816,,,1.00782797,1.005281431,1.015730772,1.010570715,20221214,,,1.012875227,1.008971244,1.0259517,1.017972255
63,20230901,422514,343,25542604,60.6,60.7,59.9,60.7,,,0.83,59.72,59.34,59.18,59.11,100,85.54,71.77,34.09,16.72,17.37,266.851,155.663,0.69675,0.56533,-0.76,-11.88,60.43,59.17,57.92,271614500.7,24374049415,1.008061983,1.003116608,1.005458971,1.002068146,87.91469194,73.67601246,20230816,,,1.010362771,1.006952405,1.020856885,1.013917558,20221214,,,1.015825663,1.01091462,1.031956229,1.0218698
64,20230904,714094,1203,44397844,61.1,62.8,61,62.1,,,2.31,60.34,59.65,59.41,59.15,84.44,85.17,76.24,52.76,23.93,28.83,523.669,190.425,0.64343,0.57481,-4.48,-10.24,60.97,59.41,57.85,272764907.6,24443544835,1.023969518,1.00423544,1.016735301,1.002851205,91.76090468,79.85697259,20230816,,,1.013895205,1.009323813,1.028026702,1.018670446,20221214,,,1.019877885,1.013625003,1.040237788,1.027309658
