,日期,成交股數,成交筆數,成交金額,日開盤價,日最高價,日最低價,日收盤價,調整成交量,調整成交金額,漲跌幅,5日均線,10日均線,20日均線,60日均線,日RSV,日K值,日D值,日MACD,日signal,日MACD-OSC,參考指標,參考指標,參考指標,參考指標,參考指標,動能指標,日上軌(2),日中軸,日下軌(2),參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群開始日期,所屬族群回調日期,所屬族群產業合格日期,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標,所屬族群參考指標
145,20231229,1758195,1409,140140689,78.8,80.3,78.8,79.9,,,1.01,79.58,80.33,85.29,76.37,27.54,19.43,14.72,-43.85,76.07,-119.91,1438.523,319.672,1.64269,1.9942,125.84,165.51,96.39,85.29,74.19,626462744.9,53775639343,1.05047586,0.959060407,1.046505372,0.958040337,31.68799512,24.7962248,,,,,,,,,,,,,,
146,20240102,1955520,1364,154656093,79.4,79.8,78.7,79.4,,,-0.63,79.86,79.95,84.71,76.64,23.33,20.73,16.72,-56.62,49.53,-106.15,796.693,1158.827,1.52278,1.95297,89.24,127.83,95.77,84.71,73.65,606188065.3,52014774687,0.984447731,0.967636257,0.985728641,0.967255347,34.85254692,25.19616391,,,,,,,,,,,,,,
147,20240103,896598,840,70615517,79,79.3,78.2,78.6,,,-1.01,79.66,79.57,83.9,76.88,10.53,17.33,16.92,-72.37,25.15,-97.52,285.281,611.317,1.89528,2.47028,122.66,174.23,94.26,83.9,73.55,580236104.9,49731186776,0.985776789,0.957188269,0.98701918,0.956097322,34.73613894,27.3286052,,,,,,,,,,,,,,
148,20240104,943163,1112,73986363,78.9,79,78.1,78.4,,,-0.25,79.08,79.21,83.1,77.12,7.02,13.89,15.91,-85.48,3.03,-88.5,235.791,707.372,1.94489,2.54457,103.63,147.48,92.47,83.09,73.72,558575717.1,47864758592,0.979130562,0.9626697,0.981053422,0.962469663,35.30210455,24.97598463,,,,,,,,,,,,,,
149,20240105,730351,802,57549539,78.6,79.3,78.4,79,,,0.77,79.06,79.19,82.43,77.37,17.54,15.11,15.64,-89.98,-15.58,-74.41,502.116,228.235,1.88008,2.39117,95.43,131.49,90.94,82.43,73.92,540009584.5,46281673391,1.012378736,0.966761655,1.011266514,0.966925871,49.37965261,31.30571578,,,,,,,,,,,,,,
150,20240108,2130846,1950,165614552,79,79.4,77,77,,,-2.53,78.48,79.03,81.69,77.58,0,10.07,13.78,-108.45,-34.15,-74.3,304.407,1826.439,1.86455,2.2158,94.33,119.12,89.38,81.69,74.01,522298198.2,44798979433,0.932049225,0.967201719,0.938930936,0.967963692,43.07359307,30.64681725,,,,,,,,,,,,,,
151,20240109,1354601,1220,103674244,77.6,77.8,76,76.1,,,-1.17,77.82,78.84,80.99,77.79,1.3,7.15,11.57,-128.85,-53.09,-75.76,150.511,1204.09,1.90649,2.29335,97.29,124.59,88.01,80.99,73.98,505103805.9,43377164715,0.94953405,0.967079357,0.955665321,0.968262341,41.83601962,30.31995937,,,,,,,,,,,,,,
152,20240110,1098355,1303,82938784,76.1,76.1,75.2,75.3,,,-1.05,77.16,78.41,80.3,77.96,1.54,5.28,9.47,-149.76,-72.42,-77.33,109.835,988.52,1.97979,2.40962,102.46,132.79,86.65,80.3,73.95,488009060.7,41977169928,0.955674493,0.966155976,0.961826764,0.967725074,29.5403165,29.48148148,,,,,,,,,,,,,,
153,20240111,1615064,1269,121648328,75.5,76.1,74.6,75.7,,,0.53,76.62,77.85,79.75,78.15,19.3,9.95,9.63,-161.24,-90.19,-71.05,915.203,699.861,1.75648,2.10974,84.62,108.95,85.68,79.75,73.82,474847239.3,40917399887,1.011366833,0.973029555,1.009701957,0.974753657,19.81132075,37.42084053,,,,,,,,,,,,,,
154,20240112,1121547,1307,83869857,75.5,75.5,74.1,74.1,,,-2.11,75.64,77.35,79.09,78.31,0,6.63,8.63,-181.16,-108.38,-72.78,0,1121.547,1.91466,2.39904,95.51,128.87,84.45,79.09,73.74,460271316.3,39748126873,0.941464441,0.969303975,0.950314785,0.971423575,20.88607595,34.72222222,,,,,,,,,,,,,,
155,20240115,942435,784,71069618,74.2,76,74.2,75.5,,,1.89,75.34,76.91,78.62,78.49,26.42,13.23,10.16,-183.53,-123.41,-60.12,746.094,196.341,1.74537,1.92446,83.86,96.19,83.46,78.62,73.78,448167845.1,38785618449,1.030476604,0.973703616,1.025843692,0.975784811,26.71691792,42.26700252,,,,,,,,,,,,,,
156,20240116,1337227,1451,99222673,75.2,75.3,73.6,74.7,,,-1.06,75.06,76.44,78.19,78.66,18.97,15.14,11.82,-189.68,-136.66,-53.02,501.46,835.767,1.70076,1.87689,80.78,92.91,82.84,78.19,73.55,436888093.8,37895768484,0.98201521,0.974831413,0.984926173,0.977057219,25.78819725,33.61611877,,,,,,,,,,,,,,
157,20240117,983641,824,72957546,74.2,75.3,73.7,73.7,,,-1.34,74.74,75.95,77.76,78.8,1.72,10.67,11.44,-200.31,-149.39,-50.92,338.127,645.514,1.58632,1.77142,72.9,85.65,82.37,77.76,73.15,427532649.1,37167623643,0.983160521,0.978586176,0.985933399,0.98078559,25.11811024,23.25581395,,,,,,,,,,,,,,
158,20240118,1353781,1137,99145819,74,74.4,72.6,73.3,,,-0.54,74.26,75.44,77.32,78.89,10.29,10.54,11.14,-209.55,-161.43,-48.13,465.362,888.419,1.5341,1.71632,69.31,81.85,81.9,77.32,72.75,419004782.5,36512004928,0.976426937,0.980053297,0.980611431,0.982360489,24.55735181,26.43171806,,,,,,,,,,,,,,
159,20240119,736155,648,54330376,73.8,74.2,73.4,74.2,,,1.23,74.28,74.96,77.07,79,30.77,17.28,13.19,-207.23,-170.59,-36.64,562.942,173.213,1.3531,1.48722,56.84,66.08,81.76,77.07,72.39,413290336.7,36078992332,1.022240302,0.98636186,1.018355266,0.988140542,27.13754647,27.43637492,,,,,,,,,,,,,,
160,20240122,747054,713,55856056,74.3,75.3,74.1,75,,,1.08,74.18,74.76,76.89,79.14,68.57,34.38,20.25,-196.66,-175.8,-20.86,539.539,207.515,1.24255,1.61682,49.23,75,81.6,76.89,72.19,409250467.6,35777050338,1.018535074,0.990225106,1.015556533,0.991631086,39.41666667,33.21256039,,,,,,,,,,,,,,
161,20240123,469195,469,35027353,75,75.4,74.4,74.6,,,-0.53,74.16,74.61,76.72,79.26,57.14,41.97,27.49,-189.33,-178.51,-10.82,175.948,293.247,1.19214,1.54809,45.75,70.27,81.51,76.72,71.94,406072886,35543343366,0.993571018,0.992235607,0.994596585,0.993467685,41.63732394,34.2039801,,,,,,,,,,,,,,
162,20240124,1242023,887,93457025,75.1,75.9,74.6,74.9,,,0.4,74.4,74.57,76.49,79.39,67.65,50.53,35.17,-179.03,-178.61,-0.42,677.467,564.556,1.31002,1.65287,53.87,77.49,81.14,76.49,71.84,401571097,35203922550,1.006228549,0.98891384,1.005271003,0.99045051,47.89915966,36.35243376,,,,,,,,,,,,,,
163,20240125,2718455,2148,205304381,74.9,76.6,74.3,74.3,,,-0.8,74.6,74.43,76.14,79.5,42.5,47.85,39.4,-173.72,-177.63,3.92,1155.343,1563.112,1.59013,1.97684,73.16,99.8,80.32,76.14,71.96,395011734,34698265994,0.97764541,0.983665749,0.980994455,0.985636358,41.89435337,31.5498155,,,,,,,,,,,,,,
164,20240126,655566,615,48907479,74.5,75.1,74,75.1,,,1.08,74.78,74.53,75.94,79.62,62.5,52.73,43.84,-161.19,-174.34,13.16,473.464,182.102,1.38958,1.66416,59.35,78.26,79.92,75.94,71.96,390970178.5,34391920819,1.016338261,0.989768518,1.013674676,0.991171168,57.08542714,41.93112762,,,,,,,,,,,,,,
165,20240129,2308529,2017,177609134,75.6,77.9,75.1,77.3,,,2.93,75.24,74.71,75.81,79.77,88.68,64.71,50.8,-131.99,-165.87,33.89,1731.397,577.132,1.37557,1.55857,58.39,70.99,79.41,75.81,72.21,386964036.2,34085199772,1.06368527,0.98975333,1.055113882,0.991081596,61.14649682,55.15992758,,,,,,,,,,,,,,
166,20240130,1320863,1135,101720677,77.5,78,76.3,76.5,,,-1.03,75.62,74.89,75.66,79.81,72.22,67.21,56.27,-113.98,-155.49,41.51,355.617,965.246,1.41597,1.60271,60.19,73.38,78.89,75.66,72.44,382710398.2,33760170738,0.968378229,0.989007666,0.972385098,0.990464218,61.31386861,55.2265861,,,,,,,,,,,,,,
167,20240131,889616,850,68426338,76.5,77.4,76.1,76.8,,,0.39,76,75.2,75.57,79.86,73.91,69.44,60.66,-96.19,-143.63,47.45,502.826,386.79,1.36497,1.51255,56.59,67.01,78.56,75.57,72.59,378898832.7,33469745248,1.006215435,0.990040601,1.005398894,0.991397393,71.02897103,54.84460695,,,,,,,,,,,,,,
168,20240201,4191162,2879,325698115,76.8,79.1,76.4,76.4,,,-0.52,76.42,75.51,75.47,79.92,47.06,61.98,61.1,-84.34,-131.77,47.43,1927.935,2263.227,1.30285,1.42229,52.21,60.64,78.2,75.47,72.75,375223555.7,33190257090,0.982151203,0.99030011,0.984323291,0.991649528,71.17117117,60.72874494,,,,,,,,,,,,,,
169,20240202,3342777,2768,259336339,77.3,78.7,76.4,76.6,,,0.26,76.72,75.75,75.35,79.96,50.98,58.31,60.17,-72.5,-119.92,47.42,1725.304,1617.473,1.28755,1.36386,51.13,56.51,77.62,75.35,73.09,371382228.6,32897553544,1.005844561,0.989762564,1.005113445,0.99118104,68.07095344,55.87566338,,,,,,,,,,,,,,
170,20240205,4822414,3751,374899224,76.9,79.4,74.8,78.9,,,3,77.04,76.14,75.45,80.06,90.74,69.12,63.15,-44.05,-104.75,60.69,3150.644,1671.77,1.05186,0.93095,34.48,25.95,78.11,75.45,72.79,370541807.9,32838115201,1.079690464,0.997737047,1.069916219,0.998193229,73.67458867,68.53932584,,,,,,,,,,,,,,
171,20240215,4742584,3502,376948821,79.7,80.8,78,79.7,,,1.01,77.68,76.65,75.63,80.16,83.82,74.02,66.77,-14.88,-86.77,71.89,2667.703,2074.881,0.95695,0.8341,27.78,19.11,78.86,75.63,72.4,371347788.9,32906430984,1.02958701,1.002175142,1.026781781,1.002080381,79.42206655,76.89189189,20240215,,,1.002175142,1.002080381,1.004355212,1.004164883,20240215,,,1.002175142,1.002080381,1.004355212,1.004164883
172,20240216,1760037,1507,139659191,80.2,80.2,78.6,79.7,,,0,78.26,77.13,75.85,80.25,83.82,77.29,70.28,8.15,-67.79,75.94,880.018,880.018,0.91357,0.79889,24.72,16.62,79.53,75.85,72.17,373032453.8,33041097795,1,1.004536623,1,1.004092416,78.67513612,79.80364656,20240215,,,1.005628534,1.005136321,1.011291291,1.010296239,20240215,,,1.005628534,1.005136321,1.011291291,1.010296239
173,20240219,1883857,1916,149230526,79.9,80.3,78.6,78.6,,,-1.38,78.7,77.56,75.99,80.32,63.33,72.64,71.07,17.32,-50.77,68.09,327.627,1556.23,0.98727,0.90073,29.92,23.81,79.87,75.99,72.12,373273174.5,33062220572,0.940444163,1.000645308,0.946124664,1.000639288,74.74137931,70.43719639,20240215,,,1.004396572,1.004062764,1.008813835,1.008140561,20240215,,,1.004396572,1.004062764,1.008813835,1.008140561
174,20240220,1182336,1080,93240751,78.9,79.7,78.3,78.8,,,0.25,79.14,77.93,76.23,80.33,66.67,70.65,70.93,25.91,-35.43,61.34,628.116,554.22,0.92647,0.84997,25.63,20.23,80.18,76.23,72.28,374709338.2,33173040753,1.003808912,1.003847487,1.003409623,1.003351867,72.79480037,68.63033873,20240215,,,1.007155787,1.006407604,1.014367607,1.012850878,20240215,,,1.007155787,1.006407604,1.014367607,1.012850878
175,20240221,1810577,1418,144410656,78.8,80.2,78.5,79.8,,,1.27,79.32,78.18,76.44,80.37,83.33,74.88,72.25,40.31,-20.28,60.6,1282.492,528.085,0.91824,0.81952,25.05,18.08,80.67,76.44,72.22,376350155.2,33302574764,1.038737775,1.004378906,1.03508571,1.003904798,67.83754116,73.95251397,20240215,,,1.0101245,1.009047608,1.020361348,1.018166074,20240215,,,1.0101245,1.009047608,1.020361348,1.018166074
176,20240222,1604927,1318,128691932,80.5,81.1,79.5,79.5,,,-0.38,79.28,78.48,76.68,80.39,74.6,74.79,73.1,48.75,-6.48,55.23,332.054,1272.873,0.94802,0.86733,27.15,21.46,81.03,76.68,72.34,377384459.7,33381474345,0.953491836,1.00274825,0.957502028,1.002369174,73.04964539,71.25874126,20240215,,,1.011201411,1.009921032,1.022541139,1.019926006,20240215,,,1.011201411,1.009921032,1.022541139,1.019926006
177,20240223,941911,885,74687188,79.8,79.9,79,79,,,-0.63,79.14,78.7,76.95,80.4,66.67,72.08,72.76,50.81,4.98,45.83,72.455,869.456,0.97226,0.91041,28.86,24.5,81.18,76.95,72.72,377929150.3,33419976308,0.958679534,1.001443331,0.962818946,1.001153393,66.55172414,72.11606511,20240215,,,1.011050738,1.009660932,1.02223717,1.019399692,20240215,,,1.011050738,1.009660932,1.02223717,1.019399692
178,20240226,819257,952,64653934,79.1,79.3,78.5,79,,,0,79.22,78.96,77.23,80.4,66.67,70.28,71.93,51.85,14.36,37.5,409.628,409.628,0.95057,0.93054,27.33,25.92,81.2,77.23,73.27,378896897.6,33489461339,1,1.002560658,1,1.002079147,70.78239609,69.80842912,20240215,,,1.012248146,1.010544942,1.024664489,1.021179998,20240215,,,1.012248146,1.010544942,1.024664489,1.021179998
179,20240227,936902,1610,73526590,79.1,79.7,77.6,78.1,,,-1.14,79.08,79.11,77.43,80.37,14.29,51.62,65.16,44.9,20.46,24.43,312.301,624.601,0.98625,0.98498,29.85,29.76,81.16,77.43,73.7,379162615,33505674366,0.983110941,1.000701292,0.985023691,1.000484123,61.03752759,54.88454707,20240215,,,1.011588788,1.00985647,1.023329149,1.019789817,20240215,,,1.011588788,1.00985647,1.023329149,1.019789817
180,20240229,537222,591,42140272,78.3,78.8,77.9,78.7,,,0.77,78.86,79.09,77.61,80.37,31.43,44.89,58.4,43.72,25.12,18.61,369.34,167.882,0.99295,0.98258,30.33,29.59,81.21,77.61,74.02,379297766.8,33512865082,1.011081922,1.000356448,1.009803103,1.000214612,48.31625183,63.18181818,20240215,,,1.010784055,1.009082982,1.021700023,1.018229953,20240215,,,1.010784055,1.009082982,1.021700023,1.018229953
181,20240301,1152869,1180,90655360,78.7,79.6,77.9,78.8,,,0.13,78.72,79,77.82,80.36,34.29,41.36,52.72,43.1,28.71,14.39,593.902,558.967,0.98532,0.97705,29.79,29.2,81.17,77.82,74.48,379585152.6,33531559768,1.001900683,1.000757679,1.001687632,1.000557836,40.67226891,62.29050279,20240215,,,1.010564002,1.008816299,1.021255174,1.017691699,20240215,,,1.010564002,1.008816299,1.021255174,1.017691699
182,20240304,8623215,6480,715209060,79.6,84.6,79.6,83.5,,,5.96,79.62,79.38,78.25,80.39,84.29,55.67,53.7,79.61,38.89,40.72,7248.5,1374.715,0.76868,0.68173,14.49,8.35,82.15,78.25,74.36,385633411.5,34028929750,1.31896056,1.015933866,1.298777379,1.014832891,70.36104114,78.1829419,20240215,,,1.025767519,1.023031369,1.052263644,1.046521054,20240215,,,1.025767519,1.023031369,1.052263644,1.046521054
183,20240305,4402122,5224,364358122,83.8,83.8,81.2,83.5,,,0,80.52,79.87,78.71,80.42,84.29,65.21,57.54,107.32,52.58,54.74,2201.061,2201.061,0.76258,0.6442,14.06,5.7,82.8,78.71,74.63,392089438.6,34557095388,1,1.016741358,1,1.015521077,79.58214625,77.82663317,20240215,,,1.040901212,1.037091808,1.083622409,1.075397829,20240215,,,1.040901212,1.037091808,1.083622409,1.075397829
184,20240306,2052283,2406,169421146,82.8,83.3,82,82.8,,,-0.84,81.46,80.27,79.1,80.31,74.29,68.24,61.11,122.21,66.5,55.71,808.475,1243.808,0.79187,0.68936,13.15,5.65,83.21,79.1,74.99,397818770.2,35027586551,0.982077089,1.014612308,0.983029957,1.013614893,73.11151079,68.24127907,20240215,,,1.053091491,1.048480569,1.109237097,1.099054835,20240215,,,1.053091491,1.048480569,1.109237097,1.099054835
185,20240307,10120487,7938,859881470,83.1,87.7,80.9,84.8,,,2.42,82.68,80.77,79.47,80.19,71.29,69.26,63.83,148.44,82.89,65.55,5889.792,4230.695,0.80325,0.66933,9.51,-0.79,84.18,79.47,74.77,404052933.6,35550237322,1.069552571,1.015670863,1.067713182,1.014921119,75.63162184,71.19314436,20240215,,,1.065912014,1.060771843,1.136501389,1.124877515,20240215,,,1.065912014,1.060771843,1.136501389,1.124877515
186,20240308,5407688,5029,439825852,84.8,84.8,79.1,80.2,,,-5.42,82.96,80.84,79.66,80.01,25.74,54.75,60.8,130.61,92.44,38.17,874.773,4532.915,0.90108,0.88539,17.03,15.83,84.17,79.66,75.15,407238584.2,35822306845,0.85661622,1.007884241,0.866143478,1.0076531,53.61062969,52.45264692,20240215,,,1.070038557,1.064955976,1.14533578,1.133752131,20240215,,,1.070038557,1.064955976,1.14533578,1.133752131
187,20240311,16663320,7724,1469704824,81.2,88.2,81.2,88.2,11024200,947496858,9.98,83.9,81.76,80.23,79.9,100,69.83,63.81,178.97,109.74,69.22,16663.32,0,0.592,0.4862,-11.75,-20.27,85.89,80.23,74.57,426971517.9,37555156017,1.762455883,1.048455462,1.763396466,1.048373467,72.24306077,71.18876328,20240215,,,1.11742925,1.112346087,1.249286264,1.236649844,20240215,,,1.11742925,1.112346087,1.249286264,1.236649844
188,20240312,35065188,25548,3238964272,92,95.5,89,93.4,,,5.9,85.88,83.2,81.08,79.88,88.07,75.91,67.84,256.29,139.05,117.24,23452.691,11612.497,0.54345,0.40833,-3.5,-13.23,88.88,81.08,73.28,458879937.9,40407737287,1.307392824,1.074731964,1.322150522,1.075957114,77.27272727,75.86107922,20240215,,,1.193551904,1.189778201,1.425420931,1.414703145,20240215,,,1.193551904,1.189778201,1.425420931,1.414703145
189,20240313,10028688,11581,910411893,92.4,92.6,89.5,90.3,,,-3.32,87.38,84.42,81.76,79.85,70.45,74.09,69.92,289.23,169.09,120.14,1966.409,8062.279,0.63348,0.51861,6.27,-1.73,90.25,81.76,73.28,484584657.2,42698565246,0.87895009,1.05601622,0.876712627,1.056692805,72.42371906,68.20276498,20240215,,,1.248727337,1.245784327,1.560223223,1.551066666,20240215,,,1.248727337,1.245784327,1.560223223,1.551066666
190,20240314,8124663,7495,728094362,91.1,92.1,87.3,87.5,,,-3.1,87.92,85.3,82.19,79.78,51.22,66.47,68.77,289.4,193.15,96.25,1433.764,6690.899,0.72274,0.63211,12.48,6.17,90.92,82.19,73.47,503553368.1,44403304230,0.881228091,1.039144266,0.880280932,1.039924971,65.79444295,63.5193133,20240215,,,1.283276035,1.281364614,1.647487535,1.641201466,20240215,,,1.283276035,1.281364614,1.647487535,1.641201466
191,20240315,5693894,5635,506554858,87.5,91,86.7,88.6,,,1.26,89.6,86.28,82.64,79.75,57.93,63.62,67.05,295.01,213.52,81.49,3264.499,2429.395,0.72163,0.61136,12.41,4.73,91.71,82.64,73.57,522764360.3,46135219322,1.021410021,1.038150856,1.021447097,1.039004194,66.80628272,65.65606362,20240215,,,1.316504813,1.315717812,1.733512035,1.73078563,20240215,,,1.316504813,1.315717812,1.733512035,1.73078563
192,20240318,7316807,6324,661646913,90,93,89,89.9,,,1.47,89.94,86.92,83.15,79.77,65.85,64.36,66.15,306.42,232.1,74.31,4159.027,3157.78,0.7204,0.60095,12.32,4,92.64,83.15,73.66,542976599.9,47957675572,1.025131448,1.03866415,1.02558826,1.039502495,62.38504895,66.86645888,20240215,,,1.350421364,1.350740125,1.823486879,1.824649765,20240215,,,1.350421364,1.350740125,1.823486879,1.824649765
193,20240319,3717231,3237,331681767,89.4,90.5,88.4,88.4,,,-1.67,88.94,87.41,83.64,79.79,56.71,61.81,64.7,299.89,245.66,54.23,1105.123,2612.108,0.72719,0.62611,12.79,5.75,93.15,83.64,74.13,562910456.3,49742990496,0.963101756,1.036712183,0.962946195,1.037226886,59.44036179,66.02746212,20240215,,,1.381830976,1.38282917,1.908928797,1.912743566,20240215,,,1.381830976,1.38282917,1.908928797,1.912743566
194,20240320,4791003,3563,429646834,88.8,91.5,88,88,,,-0.45,88.48,87.93,84.1,79.81,54.27,59.3,62.9,288.17,254.16,34.01,1959.956,2831.047,0.74477,0.65202,14.02,7.56,93.52,84.1,74.68,581899325.2,51444360267,0.977854362,1.033733374,0.977645313,1.034203206,60.10288654,64.69465649,20240215,,,1.409325056,1.410941659,1.985260856,1.991690008,20240215,,,1.409325056,1.410941659,1.985260856,1.991690008
195,20240321,3161223,2922,278708301,88.9,89.2,87.5,87.8,,,-0.23,88.54,88.23,84.5,79.85,46.15,54.92,60.24,274.11,258.15,15.96,592.729,2568.494,0.77942,0.68809,16.43,10.07,93.84,84.5,75.16,598158022.7,52911366244,0.948632857,1.02794074,0.949011967,1.028516362,56.73780488,64.23131842,20240215,,,1.42895583,1.431330412,2.040451185,2.050164689,20240215,,,1.42895583,1.431330412,2.040451185,2.050164689
196,20240322,3283623,2503,286315154,88.4,88.5,86.1,88.5,,,0.8,88.52,89.06,84.95,79.94,25.53,45.12,55.2,265.56,259.63,5.92,1858.655,1424.968,0.76563,0.67122,15.47,8.9,94.15,84.95,75.75,615791225.5,54491627527,1.011885777,1.029479171,1.011663614,1.029866197,68.87863733,59.22409116,20240215,,,1.451022368,1.453887178,2.103579146,2.115666486,20240215,,,1.451022368,1.453887178,2.103579146,2.115666486
197,20240325,4712457,3336,422796420,88.4,91.6,88,89.4,,,1.02,88.42,89.18,85.47,80.06,47.83,46.02,52.14,263.01,260.31,2.7,2767.633,1944.824,0.75295,0.65706,14.59,7.91,94.44,85.47,76.5,635044239.9,56208907259,1.022285385,1.03126549,1.022506811,1.031514561,54.37044745,60.32206969,20240215,,,1.47589908,1.479062117,2.176041679,2.189851159,20240215,,,1.47589908,1.479062117,2.176041679,2.189851159
198,20240326,4084040,4032,357797499,89.7,89.9,86,87.4,,,-2.24,88.22,88.58,85.89,80.15,20,37.35,47.21,242.06,256.66,-14.6,1126.632,2957.408,0.77848,0.688,16.36,10.06,94.38,85.89,77.4,652466477.7,57765795009,0.951495303,1.027434684,0.952175882,1.027698239,29.24164524,58.17209776,20240215,,,1.495454303,1.498929072,2.233790957,2.249368902,20240215,,,1.495454303,1.498929072,2.233790957,2.249368902
199,20240327,1315754,1193,115776711,87.7,88.6,87,88.4,,,1.14,88.3,88.39,86.4,80.3,34.29,36.33,43.58,230.86,251.5,-20.64,892.833,422.921,0.77023,0.67871,15.79,9.42,94.16,86.4,78.65,670670928.4,59388540448,1.013084541,1.027900975,1.012948227,1.028091805,42.52615845,56.76315789,20240215,,,1.515994984,1.519677955,2.295339238,2.312309074,20240215,,,1.515994984,1.519677955,2.295339238,2.312309074
200,20240328,2749059,2138,245664660,88.2,90.5,88.1,89.2,,,0.9,88.58,88.56,86.93,80.48,45.71,39.46,42.21,225.84,246.37,-20.53,1786.888,962.171,0.76654,0.67332,15.53,9.04,93.91,86.93,79.95,689498638.5,61069182682,1.022667386,1.028072948,1.022783678,1.0282991,58.94454383,67.11469534,20240215,,,1.537086956,1.541035465,2.359352655,2.378058368,20240215,,,1.537086956,1.541035465,2.359352655,2.378058368
201,20240329,9177535,7936,840183904,89.5,92.9,88.5,91.5,,,2.58,89.18,88.85,87.57,80.7,79.71,52.88,45.77,237.68,244.63,-6.95,6075.27,3102.265,0.74729,0.64584,14.19,7.13,93.73,87.56,81.4,711264417.4,63019250035,1.079901927,1.031567545,1.082265917,1.031932102,63.28,57.78374233,20240215,,,1.563772518,1.568213847,2.441438113,2.463221321,20240215,,,1.563772518,1.568213847,2.441438113,2.463221321
202,20240401,8540768,7284,777327878,93.8,94.4,89,89.1,,,-2.62,89.12,88.77,87.84,80.86,36.9,47.55,46.36,225.11,240.73,-15.62,711.731,7829.037,0.88975,0.78829,24.11,17.05,93.75,87.84,81.94,720039105.6,63834372767,0.822869611,1.012336746,0.819088942,1.012934504,47.17948718,40.21929825,20240215,,,1.561099747,1.566319065,2.432418122,2.45794247,20240215,,,1.561099747,1.566319065,2.432418122,2.45794247
203,20240402,4974561,3756,437258578,89.3,89.8,86.6,87.2,,,-2.13,89.08,88.65,88.03,80.96,14.29,36.46,43.06,197.53,232.09,-34.56,1216.004,3758.557,0.92072,0.83404,26.27,20.23,93.6,88.03,82.46,726271240.4,64426007782,0.92310175,1.008655273,0.923798291,1.009268283,45.64138909,42.43405831,20240215,,,1.553502232,1.559485704,2.408168575,2.437160467,20240215,,,1.553502232,1.559485704,2.408168575,2.437160467
204,20240403,3418262,2942,305461453,88,90.4,87.4,89.4,,,2.52,89.28,88.79,88.36,81.13,40.48,37.8,41.31,191.22,223.91,-32.69,2405.444,1012.818,0.8995,0.80795,24.79,18.41,93.41,88.36,83.31,734331333.2,65178027875,1.045627962,1.01109791,1.04593241,1.011672617,55.37700865,55.5872563,20240215,,,1.550523219,1.557203852,2.398350468,2.430610989,20240215,,,1.550523219,1.557203852,2.398350468,2.430610989
205,20240408,1472528,1683,131811925,89.7,90.4,88.7,89.5,,,0.11,89.34,88.96,88.6,81.29,41.67,39.09,40.57,184.9,216.11,-31.21,755.143,717.385,0.91423,0.98018,25.81,30.41,93.39,88.6,83.8,740770086.8,65792463585,1.001183092,1.008768186,1.00119267,1.009427037,56.47571606,53.01810865,20240215,,,1.54464049,1.552118293,2.379536991,2.415392531,20240215,,,1.54464049,1.552118293,2.379536991,2.415392531
206,20240409,1942985,1792,173992149,90.5,91,88.7,89.3,,,-0.22,88.9,89.04,89.05,81.46,39.29,39.16,40.1,176.25,208.14,-31.89,485.746,1457.239,0.87781,0.9447,23.28,27.94,91.91,89.05,86.19,749895489.9,66617432473,0.969594962,1.012318806,0.969337167,1.012538957,53.42377261,48.6849168,20240215,,,1.544896943,1.552505302,2.380212345,2.416709045,20240215,,,1.544896943,1.552505302,2.380212345,2.416709045
207,20240410,1787086,1597,160982633,89.6,90.6,89.4,89.7,,,0.45,89.02,89.07,89.13,81.64,39.74,39.35,39.85,170.65,200.64,-29.99,1031.011,756.075,1.123,1.19594,40.35,45.43,91.98,89.12,86.27,742632509.3,65997463096,1.008874581,0.990314676,1.009005409,0.990693586,51.64319249,54.68121769,,,,,,,,,,,,,,
208,20240411,1358402,2233,120652086,89.5,89.5,88.4,88.6,,,-1.23,89.3,89.19,88.88,81.81,25.64,34.78,38.16,155.54,191.62,-36.08,181.12,1177.282,1.56182,1.70098,70.9,80.59,90.96,88.88,86.81,722533173.8,64195339275,0.968128074,0.972935018,0.968115433,0.972694044,55.39568345,52.3364486,,,,,,,,,,,,,,
209,20240412,5638038,4168,514996933,89.1,92.5,89,91.4,,,3.16,89.7,89.49,88.94,82.02,61.54,43.7,40.01,164.27,186.15,-21.88,4336.952,1301.086,1.28752,1.32306,51.8,54.28,91.21,88.94,86.67,711565574.2,63223909116,1.100329454,0.984820628,1.103222992,0.984867591,61.05527638,60.03787879,,,,,,,,,,,,,,
210,20240415,2081647,3800,187399978,90.7,91.4,89.5,89.6,,,-1.97,89.72,89.53,89.04,82.23,38.46,41.95,40.66,154.88,179.9,-25.02,489.799,1591.848,1.18312,1.17409,44.53,43.91,91.23,89.04,86.86,704753061,62624387086,0.966900328,0.990426022,0.966525282,0.990517479,51.91288994,53.2974428,,,,,,,,,,,,,,
211,20240416,3192672,3072,277235761,89.4,89.4,85.6,86.2,,,-3.79,89.1,89,88.93,82.4,8.7,30.87,37.4,118.63,167.64,-49.01,416.435,2776.237,1.2913,1.31908,52.07,54,91.43,88.92,86.42,694745642.3,61745656954,0.926697851,0.985800106,0.928466261,0.985968244,34.28571429,43.33599362,,,,,,,,,,,,,,
